combo_key,option,match_no,winner_slot,winner_group,third_group
ABCEFHKL,410,87,1K,K,L
ABCEFHKL,410,80,1L,L,K
ABCEFIJK,409,79,1A,A,E
ABCEFIJK,409,85,1B,B,J
ABCEFIJK,409,81,1D,D,B
ABCEFIJK,409,74,1E,E,C
ABCEFIJK,409,82,1G,G,A
ABCEFIJK,409,77,1I,I,F
ABCEFIJK,409,87,1K,K,I
ABCEFIJK,409,80,1L,L,K
ABCEFIJL,408,79,1A,A,E
ABCEFIJL,408,85,1B,B,J
ABCEFIJL,408,81,1D,D,B
ABCEFIJL,408,74,1E,E,C
ABCEFIJL,408,82,1G,G,A
ABCEFIJL,408,77,1I,I,F
ABCEFIJL,408,87,1K,K,L
ABCEFIJL,408,80,1L,L,I
ABCEFIKL,407,79,1A,A,E
ABCEFIKL,407,85,1B,B,I
ABCEFIKL,407,81,1D,D,B
ABCEFIKL,407,74,1E,E,C
ABCEFIKL,407,82,1G,G,A
ABCEFIKL,407,77,1I,I,F
ABCEFIKL,407,87,1K,K,L
ABCEFIKL,407,80,1L,L,K
ABCEFJKL,406,79,1A,A,E
ABCEFJKL,406,85,1B,B,J
ABCEFJKL,406,81,1D,D,B
ABCEFJKL,406,74,1E,E,C
ABCEFJKL,406,82,1G,G,A
ABCEFJKL,406,77,1I,I,F
ABCEFJKL,406,87,1K,K,L
ABCEFJKL,406,80,1L,L,K
ABCEGHIJ,405,79,1A,A,H
ABCEGHIJ,405,85,1B,B,J
ABCEGHIJ,405,81,1D,D,B
ABCEGHIJ,405,74,1E,E,C
ABCEGHIJ,405,82,1G,G,A
ABCEGHIJ,405,77,1I,I,G
ABCEGHIJ,405,87,1K,K,E
ABCEGHIJ,405,80,1L,L,I
ABCEGHIK,404,79,1A,A,E
ABCEGHIK,404,85,1B,B,G
ABCEGHIK,404,81,1D,D,B
ABCEGHIK,404,74,1E,E,C
ABCEGHIK,404,82,1G,G,A
ABCEGHIK,404,77,1I,I,H
ABCEGHIK,404,87,1K,K,I
ABCEGHIK,404,80,1L,L,K
ABCEGHIL,403,79,1A,A,E
ABCEGHIL,403,85,1B,B,G
ABCEGHIL,403,81,1D,D,B
ABCEGHIL,403,74,1E,E,C
ABCEGHIL,403,82,1G,G,A
ABCEGHIL,403,77,1I,I,H
ABCEGHIL,403,87,1K,K,L
ABCEGHIL,403,80,1L,L,I
ABCEGHJK,402,79,1A,A,H
ABCEGHJK,402,85,1B,B,J
ABCEGHJK,402,81,1D,D,B
ABCEGHJK,402,74,1E,E,C
ABCEGHJK,402,82,1G,G,A
ABCEGHJK,402,77,1I,I,G
ABCEGHJK,402,87,1K,K,E
ABCEGHJK,402,80,1L,L,K
ABCEGHJL,401,79,1A,A,H
ABCEGHJL,401,85,1B,B,J
ABCEGHJL,401,81,1D,D,B
ABCEGHJL,401,74,1E,E,C
ABCEGHJL,401,82,1G,G,A
ABCEGHJL,401,77,1I,I,G
ABCEGHJL,401,87,1K,K,L
ABCEGHJL,401,80,1L,L,E
ABCEGHKL,400,79,1A,A,E
ABCEGHKL,400,85,1B,B,G
ABCEGHKL,400,81,1D,D,B
ABCEGHKL,400,74,1E,E,C
ABCEGHKL,400,82,1G,G,A
ABCEGHKL,400,77,1I,I,H
ABCEGHKL,400,87,1K,K,L
ABCEGHKL,400,80,1L,L,K
ABCEGIJK,399,79,1A,A,E
ABCEGIJK,399,85,1B,B,J
ABCEGIJK,399,81,1D,D,B
ABCEGIJK,399,74,1E,E,C
ABCEGIJK,399,82,1G,G,A
ABCEGIJK,399,77,1I,I,G
ABCEGIJK,399,87,1K,K,I
ABCEGIJK,399,80,1L,L,K
ABCEGIJL,398,79,1A,A,E
ABCEGIJL,398,85,1B,B,J
ABCEGIJL,398,81,1D,D,B
ABCEGIJL,398,74,1E,E,C
ABCEGIJL,398,82,1G,G,A
ABCEGIJL,398,77,1I,I,G
ABCEGIJL,398,87,1K,K,L
ABCEGIJL,398,80,1L,L,I
ABCEGIKL,397,79,1A,A,E
ABCEGIKL,397,85,1B,B,G
ABCEGIKL,397,81,1D,D,B
ABCEGIKL,397,74,1E,E,A
ABCEGIKL,397,82,1G,G,I
ABCEGIKL,397,77,1I,I,C
ABCEGIKL,397,87,1K,K,L
ABCEGIKL,397,80,1L,L,K
ABCEGJKL,396,79,1A,A,E
ABCEGJKL,396,85,1B,B,J
ABCEGJKL,396,81,1D,D,B
ABCEGJKL,396,74,1E,E,C
ABCEGJKL,396,82,1G,G,A
ABCEGJKL,396,77,1I,I,G
ABCEGJKL,396,87,1K,K,L
ABCEGJKL,396,80,1L,L,K
ABCEHIJK,395,79,1A,A,E
ABCEHIJK,395,85,1B,B,J
ABCEHIJK,395,81,1D,D,B
ABCEHIJK,395,74,1E,E,C
ABCEHIJK,395,82,1G,G,A
ABCEHIJK,395,77,1I,I,H
ABCEHIJK,395,87,1K,K,I
ABCEHIJK,395,80,1L,L,K
ABCEHIJL,394,79,1A,A,E
ABCEHIJL,394,85,1B,B,J
ABCEHIJL,394,81,1D,D,B
ABCEHIJL,394,74,1E,E,C
ABCEHIJL,394,82,1G,G,A
ABCEHIJL,394,77,1I,I,H
ABCEHIJL,394,87,1K,K,L
ABCEHIJL,394,80,1L,L,I
ABCEHIKL,393,79,1A,A,E
ABCEHIKL,393,85,1B,B,I
ABCEHIKL,393,81,1D,D,B
ABCEHIKL,393,74,1E,E,C
ABCEHIKL,393,82,1G,G,A
ABCEHIKL,393,77,1I,I,H
ABCEHIKL,393,87,1K,K,L
ABCEHIKL,393,80,1L,L,K
ABCEHJKL,392,79,1A,A,E
ABCEHJKL,392,85,1B,B,J
ABCEHJKL,392,81,1D,D,B
ABCEHJKL,392,74,1E,E,C
ABCEHJKL,392,82,1G,G,A
ABCEHJKL,392,77,1I,I,H
ABCEHJKL,392,87,1K,K,L
ABCEHJKL,392,80,1L,L,K
ABCEIJKL,391,79,1A,A,E
ABCEIJKL,391,85,1B,B,J
ABCEIJKL,391,81,1D,D,B
ABCEIJKL,391,74,1E,E,A
ABCEIJKL,391,82,1G,G,I
ABCEIJKL,391,77,1I,I,C
ABCEIJKL,391,87,1K,K,L
ABCEIJKL,391,80,1L,L,K
ABCFGHIJ,390,79,1A,A,H
ABCFGHIJ,390,85,1B,B,G
ABCFGHIJ,390,81,1D,D,B
ABCFGHIJ,390,74,1E,E,C
ABCFGHIJ,390,82,1G,G,A
ABCFGHIJ,390,77,1I,I,F
ABCFGHIJ,390,87,1K,K,I
ABCFGHIJ,390,80,1L,L,J
ABCFGHIK,389,79,1A,A,H
ABCFGHIK,389,85,1B,B,G
ABCFGHIK,389,81,1D,D,B
ABCFGHIK,389,74,1E,E,C
ABCFGHIK,389,82,1G,G,A
ABCFGHIK,389,77,1I,I,F
ABCFGHIK,389,87,1K,K,I
ABCFGHIK,389,80,1L,L,K
ABCFGHIL,388,79,1A,A,H
ABCFGHIL,388,85,1B,B,G
ABCFGHIL,388,81,1D,D,B
ABCFGHIL,388,74,1E,E,C
ABCFGHIL,388,82,1G,G,A
ABCFGHIL,388,77,1I,I,F
ABCFGHIL,388,87,1K,K,L
ABCFGHIL,388,80,1L,L,I
ABCFGHJK,387,79,1A,A,H
ABCFGHJK,387,85,1B,B,G
ABCFGHJK,387,81,1D,D,B
ABCFGHJK,387,74,1E,E,C
ABCFGHJK,387,82,1G,G,A
ABCFGHJK,387,77,1I,I,F
ABCFGHJK,387,87,1K,K,J
ABCFGHJK,387,80,1L,L,K
ABCFGHJL,386,79,1A,A,H
ABCFGHJL,386,85,1B,B,G
ABCFGHJL,386,81,1D,D,B
ABCFGHJL,386,74,1E,E,C
ABCFGHJL,386,82,1G,G,A
ABCFGHJL,386,77,1I,I,F
ABCFGHJL,386,87,1K,K,L
ABCFGHJL,386,80,1L,L,J
ABCFGHKL,385,79,1A,A,H
ABCFGHKL,385,85,1B,B,G
ABCFGHKL,385,81,1D,D,B
ABCFGHKL,385,74,1E,E,C
ABCFGHKL,385,82,1G,G,A
ABCFGHKL,385,77,1I,I,F
ABCFGHKL,385,87,1K,K,L
ABCFGHKL,385,80,1L,L,K
ABCFGIJK,384,79,1A,A,C
ABCFGIJK,384,85,1B,B,J
ABCFGIJK,384,81,1D,D,B
ABCFGIJK,384,74,1E,E,F
ABCFGIJK,384,82,1G,G,A
ABCFGIJK,384,77,1I,I,G
ABCFGIJK,384,87,1K,K,I
ABCFGIJK,384,80,1L,L,K
ABCFGIJL,383,79,1A,A,C
ABCFGIJL,383,85,1B,B,J
ABCFGIJL,383,81,1D,D,B
ABCFGIJL,383,74,1E,E,F
ABCFGIJL,383,82,1G,G,A
ABCFGIJL,383,77,1I,I,G
ABCFGIJL,383,87,1K,K,L
ABCFGIJL,383,80,1L,L,I
ABCFGIKL,382,79,1A,A,I
ABCFGIKL,382,85,1B,B,G
ABCFGIKL,382,81,1D,D,B
ABCFGIKL,382,74,1E,E,C
ABCFGIKL,382,82,1G,G,A
ABCFGIKL,382,77,1I,I,F
ABCFGIKL,382,87,1K,K,L
ABCFGIKL,382,80,1L,L,K
ABCFGJKL,381,79,1A,A,C
ABCFGJKL,381,85,1B,B,J
ABCFGJKL,381,81,1D,D,B
ABCFGJKL,381,74,1E,E,F
ABCFGJKL,381,82,1G,G,A
ABCFGJKL,381,77,1I,I,G
ABCFGJKL,381,87,1K,K,L
ABCFGJKL,381,80,1L,L,K
ABCFHIJK,380,79,1A,A,H
ABCFHIJK,380,85,1B,B,J
ABCFHIJK,380,81,1D,D,B
ABCFHIJK,380,74,1E,E,C
ABCFHIJK,380,82,1G,G,A
ABCFHIJK,380,77,1I,I,F
ABCFHIJK,380,87,1K,K,I
ABCFHIJK,380,80,1L,L,K
ABCFHIJL,379,79,1A,A,H
ABCFHIJL,379,85,1B,B,J
ABCFHIJL,379,81,1D,D,B
ABCFHIJL,379,74,1E,E,C
ABCFHIJL,379,82,1G,G,A
ABCFHIJL,379,77,1I,I,F
ABCFHIJL,379,87,1K,K,L
ABCFHIJL,379,80,1L,L,I
ABCFHIKL,378,79,1A,A,H
ABCFHIKL,378,85,1B,B,I
ABCFHIKL,378,81,1D,D,B
ABCFHIKL,378,74,1E,E,C
ABCFHIKL,378,82,1G,G,A
ABCFHIKL,378,77,1I,I,F
ABCFHIKL,378,87,1K,K,L
ABCFHIKL,378,80,1L,L,K
ABCFHJKL,377,79,1A,A,H
ABCFHJKL,377,85,1B,B,J
ABCFHJKL,377,81,1D,D,B
ABCFHJKL,377,74,1E,E,C
ABCFHJKL,377,82,1G,G,A
ABCFHJKL,377,77,1I,I,F
ABCFHJKL,377,87,1K,K,L
ABCFHJKL,377,80,1L,L,K
ABCFIJKL,376,79,1A,A,I
ABCFIJKL,376,85,1B,B,J
ABCFIJKL,376,81,1D,D,B
ABCFIJKL,376,74,1E,E,C
ABCFIJKL,376,82,1G,G,A
ABCFIJKL,376,77,1I,I,F
ABCFIJKL,376,87,1K,K,L
ABCFIJKL,376,80,1L,L,K
ABCGHIJK,375,79,1A,A,H
ABCGHIJK,375,85,1B,B,J
ABCGHIJK,375,81,1D,D,B
ABCGHIJK,375,74,1E,E,C
ABCGHIJK,375,82,1G,G,A
ABCGHIJK,375,77,1I,I,G
ABCGHIJK,375,87,1K,K,I
ABCGHIJK,375,80,1L,L,K
ABCGHIJL,374,79,1A,A,H
ABCGHIJL,374,85,1B,B,J
ABCGHIJL,374,81,1D,D,B
ABCGHIJL,374,74,1E,E,C
ABCGHIJL,374,82,1G,G,A
ABCGHIJL,374,77,1I,I,G
ABCGHIJL,374,87,1K,K,L
ABCGHIJL,374,80,1L,L,I
ABCGHIKL,373,79,1A,A,I
ABCGHIKL,373,85,1B,B,G
ABCGHIKL,373,81,1D,D,B
ABCGHIKL,373,74,1E,E,C
ABCGHIKL,373,82,1G,G,A
ABCGHIKL,373,77,1I,I,H
ABCGHIKL,373,87,1K,K,L
ABCGHIKL,373,80,1L,L,K
ABCGHJKL,372,79,1A,A,H
ABCGHJKL,372,85,1B,B,J
ABCGHJKL,372,81,1D,D,B
ABCGHJKL,372,74,1E,E,C
ABCGHJKL,372,82,1G,G,A
ABCGHJKL,372,77,1I,I,G
ABCGHJKL,372,87,1K,K,L
ABCGHJKL,372,80,1L,L,K
ABCGIJKL,371,79,1A,A,I
ABCGIJKL,371,85,1B,B,J
ABCGIJKL,371,81,1D,D,B
ABCGIJKL,371,74,1E,E,C
ABCGIJKL,371,82,1G,G,A
ABCGIJKL,371,77,1I,I,G
ABCGIJKL,371,87,1K,K,L
ABCGIJKL,371,80,1L,L,K
ABCHIJKL,370,79,1A,A,I
ABCHIJKL,370,85,1B,B,J
ABCHIJKL,370,81,1D,D,B
ABCHIJKL,370,74,1E,E,C
ABCHIJKL,370,82,1G,G,A
ABCHIJKL,370,77,1I,I,H
ABCHIJKL,370,87,1K,K,L
ABCHIJKL,370,80,1L,L,K
ABDEFGHI,369,79,1A,A,H
ABDEFGHI,369,85,1B,B,G
ABDEFGHI,369,81,1D,D,B
ABDEFGHI,369,74,1E,E,D
ABDEFGHI,369,82,1G,G,A
ABDEFGHI,369,77,1I,I,F
ABDEFGHI,369,87,1K,K,E
ABDEFGHI,369,80,1L,L,I
ABDEFGHJ,368,79,1A,A,H
ABDEFGHJ,368,85,1B,B,G
ABDEFGHJ,368,81,1D,D,B
ABDEFGHJ,368,74,1E,E,D
ABDEFGHJ,368,82,1G,G,A
ABDEFGHJ,368,77,1I,I,F
ABDEFGHJ,368,87,1K,K,E
ABDEFGHJ,368,80,1L,L,J
ABDEFGHK,367,79,1A,A,H
ABDEFGHK,367,85,1B,B,G
ABDEFGHK,367,81,1D,D,B
ABDEFGHK,367,74,1E,E,D
ABDEFGHK,367,82,1G,G,A
ABDEFGHK,367,77,1I,I,F
ABDEFGHK,367,87,1K,K,E
ABDEFGHK,367,80,1L,L,K
ABDEFGHL,366,79,1A,A,H
ABDEFGHL,366,85,1B,B,G
ABDEFGHL,366,81,1D,D,B
ABDEFGHL,366,74,1E,E,D
ABDEFGHL,366,82,1G,G,A
ABDEFGHL,366,77,1I,I,F
ABDEFGHL,366,87,1K,K,L
ABDEFGHL,366,80,1L,L,E
ABDEFGIJ,365,79,1A,A,E
ABDEFGIJ,365,85,1B,B,G
ABDEFGIJ,365,81,1D,D,B
ABDEFGIJ,365,74,1E,E,D
ABDEFGIJ,365,82,1G,G,A
ABDEFGIJ,365,77,1I,I,F
ABDEFGIJ,365,87,1K,K,I
ABDEFGIJ,365,80,1L,L,J
ABDEFGIK,364,79,1A,A,E
ABDEFGIK,364,85,1B,B,G
ABDEFGIK,364,81,1D,D,B
ABDEFGIK,364,74,1E,E,D
ABDEFGIK,364,82,1G,G,A
ABDEFGIK,364,77,1I,I,F
ABDEFGIK,364,87,1K,K,I
ABDEFGIK,364,80,1L,L,K
ABDEFGIL,363,79,1A,A,E
ABDEFGIL,363,85,1B,B,G
ABDEFGIL,363,81,1D,D,B
ABDEFGIL,363,74,1E,E,D
ABDEFGIL,363,82,1G,G,A
ABDEFGIL,363,77,1I,I,F
ABDEFGIL,363,87,1K,K,L
ABDEFGIL,363,80,1L,L,I
ABDEFGJK,362,79,1A,A,E
ABDEFGJK,362,85,1B,B,G
ABDEFGJK,362,81,1D,D,B
ABDEFGJK,362,74,1E,E,D
ABDEFGJK,362,82,1G,G,A
ABDEFGJK,362,77,1I,I,F
ABDEFGJK,362,87,1K,K,J
ABDEFGJK,362,80,1L,L,K
ABDEFGJL,361,79,1A,A,E
ABDEFGJL,361,85,1B,B,G
ABDEFGJL,361,81,1D,D,B
ABDEFGJL,361,74,1E,E,D
ABDEFGJL,361,82,1G,G,A
ABDEFGJL,361,77,1I,I,F
ABDEFGJL,361,87,1K,K,L
ABDEFGJL,361,80,1L,L,J
ABDEFGKL,360,79,1A,A,E
ABDEFGKL,360,85,1B,B,G
ABDEFGKL,360,81,1D,D,B
ABDEFGKL,360,74,1E,E,D
ABDEFGKL,360,82,1G,G,A
ABDEFGKL,360,77,1I,I,F
ABDEFGKL,360,87,1K,K,L
ABDEFGKL,360,80,1L,L,K
ABDEFHIJ,359,79,1A,A,H
ABDEFHIJ,359,85,1B,B,J
ABDEFHIJ,359,81,1D,D,B
ABDEFHIJ,359,74,1E,E,D
ABDEFHIJ,359,82,1G,G,A
ABDEFHIJ,359,77,1I,I,F
ABDEFHIJ,359,87,1K,K,E
ABDEFHIJ,359,80,1L,L,I
ABDEFHIK,358,79,1A,A,H
ABDEFHIK,358,85,1B,B,E
ABDEFHIK,358,81,1D,D,B
ABDEFHIK,358,74,1E,E,D
ABDEFHIK,358,82,1G,G,A
ABDEFHIK,358,77,1I,I,F
ABDEFHIK,358,87,1K,K,I
ABDEFHIK,358,80,1L,L,K
ABDEFHIL,357,79,1A,A,H
ABDEFHIL,357,85,1B,B,E
ABDEFHIL,357,81,1D,D,B
ABDEFHIL,357,74,1E,E,D
ABDEFHIL,357,82,1G,G,A
ABDEFHIL,357,77,1I,I,F
ABDEFHIL,357,87,1K,K,L
ABDEFHIL,357,80,1L,L,I
ABDEFHJK,356,79,1A,A,H
ABDEFHJK,356,85,1B,B,J
ABDEFHJK,356,81,1D,D,B
ABDEFHJK,356,74,1E,E,D
ABDEFHJK,356,82,1G,G,A
ABDEFHJK,356,77,1I,I,F
ABDEFHJK,356,87,1K,K,E
ABDEFHJK,356,80,1L,L,K
ABDEFHJL,355,79,1A,A,H
ABDEFHJL,355,85,1B,B,J
ABDEFHJL,355,81,1D,D,B
ABDEFHJL,355,74,1E,E,D
ABDEFHJL,355,82,1G,G,A
ABDEFHJL,355,77,1I,I,F
ABDEFHJL,355,87,1K,K,L
ABDEFHJL,355,80,1L,L,E
ABDEFHKL,354,79,1A,A,H
ABDEFHKL,354,85,1B,B,E
ABDEFHKL,354,81,1D,D,B
ABDEFHKL,354,74,1E,E,D
ABDEFHKL,354,82,1G,G,A
ABDEFHKL,354,77,1I,I,F
ABDEFHKL,354,87,1K,K,L
ABDEFHKL,354,80,1L,L,K
ABDEFIJK,353,79,1A,A,E
ABDEFIJK,353,85,1B,B,J
ABDEFIJK,353,81,1D,D,B
ABDEFIJK,353,74,1E,E,D
ABDEFIJK,353,82,1G,G,A
ABDEFIJK,353,77,1I,I,F
ABDEFIJK,353,87,1K,K,I
ABDEFIJK,353,80,1L,L,K
ABDEFIJL,352,79,1A,A,E
ABDEFIJL,352,85,1B,B,J
ABDEFIJL,352,81,1D,D,B
ABDEFIJL,352,74,1E,E,D
ABDEFIJL,352,82,1G,G,A
ABDEFIJL,352,77,1I,I,F
ABDEFIJL,352,87,1K,K,L
ABDEFIJL,352,80,1L,L,I
ABDEFIKL,351,79,1A,A,E
ABDEFIKL,351,85,1B,B,I
ABDEFIKL,351,81,1D,D,B
ABDEFIKL,351,74,1E,E,D
ABDEFIKL,351,82,1G,G,A
ABDEFIKL,351,77,1I,I,F
ABDEFIKL,351,87,1K,K,L
ABDEFIKL,351,80,1L,L,K
ABDEFJKL,350,79,1A,A,E
ABDEFJKL,350,85,1B,B,J
ABDEFJKL,350,81,1D,D,B
ABDEFJKL,350,74,1E,E,D
ABDEFJKL,350,82,1G,G,A
ABDEFJKL,350,77,1I,I,F
ABDEFJKL,350,87,1K,K,L
ABDEFJKL,350,80,1L,L,K
ABDEGHIJ,349,79,1A,A,H
ABDEGHIJ,349,85,1B,B,J
ABDEGHIJ,349,81,1D,D,B
ABDEGHIJ,349,74,1E,E,D
ABDEGHIJ,349,82,1G,G,A
ABDEGHIJ,349,77,1I,I,G
ABDEGHIJ,349,87,1K,K,E
ABDEGHIJ,349,80,1L,L,I
ABDEGHIK,348,79,1A,A,E
ABDEGHIK,348,85,1B,B,G
ABDEGHIK,348,81,1D,D,B
ABDEGHIK,348,74,1E,E,D
ABDEGHIK,348,82,1G,G,A
ABDEGHIK,348,77,1I,I,H
ABDEGHIK,348,87,1K,K,I
ABDEGHIK,348,80,1L,L,K
ABDEGHIL,347,79,1A,A,E
ABDEGHIL,347,85,1B,B,G
ABDEGHIL,347,81,1D,D,B
ABDEGHIL,347,74,1E,E,D
ABDEGHIL,347,82,1G,G,A
ABDEGHIL,347,77,1I,I,H
ABDEGHIL,347,87,1K,K,L
ABDEGHIL,347,80,1L,L,I
ABDEGHJK,346,79,1A,A,H
ABDEGHJK,346,85,1B,B,J
ABDEGHJK,346,81,1D,D,B
ABDEGHJK,346,74,1E,E,D
ABDEGHJK,346,82,1G,G,A
ABDEGHJK,346,77,1I,I,G
ABDEGHJK,346,87,1K,K,E
ABDEGHJK,346,80,1L,L,K
ABDEGHJL,345,79,1A,A,H
ABDEGHJL,345,85,1B,B,J
ABDEGHJL,345,81,1D,D,B
ABDEGHJL,345,74,1E,E,D
ABDEGHJL,345,82,1G,G,A
ABDEGHJL,345,77,1I,I,G
ABDEGHJL,345,87,1K,K,L
ABDEGHJL,345,80,1L,L,E
ABDEGHKL,344,79,1A,A,E
ABDEGHKL,344,85,1B,B,G
ABDEGHKL,344,81,1D,D,B
ABDEGHKL,344,74,1E,E,D
ABDEGHKL,344,82,1G,G,A
ABDEGHKL,344,77,1I,I,H
ABDEGHKL,344,87,1K,K,L
ABDEGHKL,344,80,1L,L,K
ABDEGIJK,343,79,1A,A,E
ABDEGIJK,343,85,1B,B,J
ABDEGIJK,343,81,1D,D,B
ABDEGIJK,343,74,1E,E,D
ABDEGIJK,343,82,1G,G,A
ABDEGIJK,343,77,1I,I,G
ABDEGIJK,343,87,1K,K,I
ABDEGIJK,343,80,1L,L,K
ABDEGIJL,342,79,1A,A,E
ABDEGIJL,342,85,1B,B,J
ABDEGIJL,342,81,1D,D,B
ABDEGIJL,342,74,1E,E,D
ABDEGIJL,342,82,1G,G,A
ABDEGIJL,342,77,1I,I,G
ABDEGIJL,342,87,1K,K,L
ABDEGIJL,342,80,1L,L,I
ABDEGIKL,341,79,1A,A,E
ABDEGIKL,341,85,1B,B,G
ABDEGIKL,341,81,1D,D,B
ABDEGIKL,341,74,1E,E,A
ABDEGIKL,341,82,1G,G,I
ABDEGIKL,341,77,1I,I,D
ABDEGIKL,341,87,1K,K,L
ABDEGIKL,341,80,1L,L,K
ABDEGJKL,340,79,1A,A,E
ABDEGJKL,340,85,1B,B,J
ABDEGJKL,340,81,1D,D,B
ABDEGJKL,340,74,1E,E,D
ABDEGJKL,340,82,1G,G,A
ABDEGJKL,340,77,1I,I,G
ABDEGJKL,340,87,1K,K,L
ABDEGJKL,340,80,1L,L,K
ABDEHIJK,339,79,1A,A,E
ABDEHIJK,339,85,1B,B,J
ABDEHIJK,339,81,1D,D,B
ABDEHIJK,339,74,1E,E,D
ABDEHIJK,339,82,1G,G,A
ABDEHIJK,339,77,1I,I,H
ABDEHIJK,339,87,1K,K,I
ABDEHIJK,339,80,1L,L,K
ABDEHIJL,338,79,1A,A,E
ABDEHIJL,338,85,1B,B,J
ABDEHIJL,338,81,1D,D,B
ABDEHIJL,338,74,1E,E,D
ABDEHIJL,338,82,1G,G,A
ABDEHIJL,338,77,1I,I,H
ABDEHIJL,338,87,1K,K,L
ABDEHIJL,338,80,1L,L,I
ABDEHIKL,337,79,1A,A,E
ABDEHIKL,337,85,1B,B,I
ABDEHIKL,337,81,1D,D,B
ABDEHIKL,337,74,1E,E,D
ABDEHIKL,337,82,1G,G,A
ABDEHIKL,337,77,1I,I,H
ABDEHIKL,337,87,1K,K,L
ABDEHIKL,337,80,1L,L,K
ABDEHJKL,336,79,1A,A,E
ABDEHJKL,336,85,1B,B,J
ABDEHJKL,336,81,1D,D,B
ABDEHJKL,336,74,1E,E,D
ABDEHJKL,336,82,1G,G,A
ABDEHJKL,336,77,1I,I,H
ABDEHJKL,336,87,1K,K,L
ABDEHJKL,336,80,1L,L,K
ABDEIJKL,335,79,1A,A,E
ABDEIJKL,335,85,1B,B,J
ABDEIJKL,335,81,1D,D,B
ABDEIJKL,335,74,1E,E,A
ABDEIJKL,335,82,1G,G,I
ABDEIJKL,335,77,1I,I,D
ABDEIJKL,335,87,1K,K,L
ABDEIJKL,335,80,1L,L,K
ABDFGHIJ,334,79,1A,A,H
ABDFGHIJ,334,85,1B,B,G
ABDFGHIJ,334,81,1D,D,B
ABDFGHIJ,334,74,1E,E,D
ABDFGHIJ,334,82,1G,G,A
ABDFGHIJ,334,77,1I,I,F
ABDFGHIJ,334,87,1K,K,I
ABDFGHIJ,334,80,1L,L,J
ABDFGHIK,333,79,1A,A,H
ABDFGHIK,333,85,1B,B,G
ABDFGHIK,333,81,1D,D,B
ABDFGHIK,333,74,1E,E,D
ABDFGHIK,333,82,1G,G,A
ABDFGHIK,333,77,1I,I,F
ABDFGHIK,333,87,1K,K,I
ABDFGHIK,333,80,1L,L,K
ABDFGHIL,332,79,1A,A,H
ABDFGHIL,332,85,1B,B,G
ABDFGHIL,332,81,1D,D,B
ABDFGHIL,332,74,1E,E,D
ABDFGHIL,332,82,1G,G,A
ABDFGHIL,332,77,1I,I,F
ABDFGHIL,332,87,1K,K,L
ABDFGHIL,332,80,1L,L,I
ABDFGHJK,331,79,1A,A,H
ABDFGHJK,331,85,1B,B,G
ABDFGHJK,331,81,1D,D,B
ABDFGHJK,331,74,1E,E,D
ABDFGHJK,331,82,1G,G,A
ABDFGHJK,331,77,1I,I,F
ABDFGHJK,331,87,1K,K,J
ABDFGHJK,331,80,1L,L,K
ABDFGHJL,330,79,1A,A,H
ABDFGHJL,330,85,1B,B,G
ABDFGHJL,330,81,1D,D,B
ABDFGHJL,330,74,1E,E,D
ABDFGHJL,330,82,1G,G,A
ABDFGHJL,330,77,1I,I,F
ABDFGHJL,330,87,1K,K,L
ABDFGHJL,330,80,1L,L,J
ABDFGHKL,329,79,1A,A,H
ABDFGHKL,329,85,1B,B,G
ABDFGHKL,329,81,1D,D,B
ABDFGHKL,329,74,1E,E,D
ABDFGHKL,329,82,1G,G,A
ABDFGHKL,329,77,1I,I,F
ABDFGHKL,329,87,1K,K,L
ABDFGHKL,329,80,1L,L,K
ABDFGIJK,328,79,1A,A,F
ABDFGIJK,328,85,1B,B,J
ABDFGIJK,328,81,1D,D,B
ABDFGIJK,328,74,1E,E,D
ABDFGIJK,328,82,1G,G,A
ABDFGIJK,328,77,1I,I,G
ABDFGIJK,328,87,1K,K,I
ABDFGIJK,328,80,1L,L,K
ABDFGIJL,327,79,1A,A,F
ABDFGIJL,327,85,1B,B,J
ABDFGIJL,327,81,1D,D,B
ABDFGIJL,327,74,1E,E,D
ABDFGIJL,327,82,1G,G,A
ABDFGIJL,327,77,1I,I,G
ABDFGIJL,327,87,1K,K,L
ABDFGIJL,327,80,1L,L,I
ABDFGIKL,326,79,1A,A,I
ABDFGIKL,326,85,1B,B,G
ABDFGIKL,326,81,1D,D,B
ABDFGIKL,326,74,1E,E,D
ABDFGIKL,326,82,1G,G,A
ABDFGIKL,326,77,1I,I,F
ABDFGIKL,326,87,1K,K,L
ABDFGIKL,326,80,1L,L,K
ABDFGJKL,325,79,1A,A,F
ABDFGJKL,325,85,1B,B,J
ABDFGJKL,325,81,1D,D,B
ABDFGJKL,325,74,1E,E,D
ABDFGJKL,325,82,1G,G,A
ABDFGJKL,325,77,1I,I,G
ABDFGJKL,325,87,1K,K,L
ABDFGJKL,325,80,1L,L,K
ABDFHIJK,324,79,1A,A,H
ABDFHIJK,324,85,1B,B,J
ABDFHIJK,324,81,1D,D,B
ABDFHIJK,324,74,1E,E,D
ABDFHIJK,324,82,1G,G,A
ABDFHIJK,324,77,1I,I,F
ABDFHIJK,324,87,1K,K,I
ABDFHIJK,324,80,1L,L,K
ABDFHIJL,323,79,1A,A,H
ABDFHIJL,323,85,1B,B,J
ABDFHIJL,323,81,1D,D,B
ABDFHIJL,323,74,1E,E,D
ABDFHIJL,323,82,1G,G,A
