combo_key,option,match_no,winner_slot,winner_group,third_group
ACDFIJKL,236,77,1I,I,F
ACDFIJKL,236,87,1K,K,L
ACDFIJKL,236,80,1L,L,K
ACDGHIJK,235,79,1A,A,H
ACDGHIJK,235,85,1B,B,G
ACDGHIJK,235,81,1D,D,J
ACDGHIJK,235,74,1E,E,C
ACDGHIJK,235,82,1G,G,A
ACDGHIJK,235,77,1I,I,D
ACDGHIJK,235,87,1K,K,I
ACDGHIJK,235,80,1L,L,K
ACDGHIJL,234,79,1A,A,H
ACDGHIJL,234,85,1B,B,G
ACDGHIJL,234,81,1D,D,J
ACDGHIJL,234,74,1E,E,C
ACDGHIJL,234,82,1G,G,A
ACDGHIJL,234,77,1I,I,D
ACDGHIJL,234,87,1K,K,L
ACDGHIJL,234,80,1L,L,I
ACDGHIKL,233,79,1A,A,H
ACDGHIKL,233,85,1B,B,G
ACDGHIKL,233,81,1D,D,I
ACDGHIKL,233,74,1E,E,C
ACDGHIKL,233,82,1G,G,A
ACDGHIKL,233,77,1I,I,D
ACDGHIKL,233,87,1K,K,L
ACDGHIKL,233,80,1L,L,K
ACDGHJKL,232,79,1A,A,H
ACDGHJKL,232,85,1B,B,G
ACDGHJKL,232,81,1D,D,J
ACDGHJKL,232,74,1E,E,C
ACDGHJKL,232,82,1G,G,A
ACDGHJKL,232,77,1I,I,D
ACDGHJKL,232,87,1K,K,L
ACDGHJKL,232,80,1L,L,K
ACDGIJKL,231,79,1A,A,I
ACDGIJKL,231,85,1B,B,G
ACDGIJKL,231,81,1D,D,J
ACDGIJKL,231,74,1E,E,C
ACDGIJKL,231,82,1G,G,A
ACDGIJKL,231,77,1I,I,D
ACDGIJKL,231,87,1K,K,L
ACDGIJKL,231,80,1L,L,K
ACDHIJKL,230,79,1A,A,H
ACDHIJKL,230,85,1B,B,J
ACDHIJKL,230,81,1D,D,I
ACDHIJKL,230,74,1E,E,C
ACDHIJKL,230,82,1G,G,A
ACDHIJKL,230,77,1I,I,D
ACDHIJKL,230,87,1K,K,L
ACDHIJKL,230,80,1L,L,K
ACEFGHIJ,229,79,1A,A,H
ACEFGHIJ,229,85,1B,B,G
ACEFGHIJ,229,81,1D,D,J
ACEFGHIJ,229,74,1E,E,C
ACEFGHIJ,229,82,1G,G,A
ACEFGHIJ,229,77,1I,I,F
ACEFGHIJ,229,87,1K,K,E
ACEFGHIJ,229,80,1L,L,I
ACEFGHIK,228,79,1A,A,H
ACEFGHIK,228,85,1B,B,G
ACEFGHIK,228,81,1D,D,E
ACEFGHIK,228,74,1E,E,C
ACEFGHIK,228,82,1G,G,A
ACEFGHIK,228,77,1I,I,F
ACEFGHIK,228,87,1K,K,I
ACEFGHIK,228,80,1L,L,K
ACEFGHIL,227,79,1A,A,H
ACEFGHIL,227,85,1B,B,G
ACEFGHIL,227,81,1D,D,E
ACEFGHIL,227,74,1E,E,C
ACEFGHIL,227,82,1G,G,A
ACEFGHIL,227,77,1I,I,F
ACEFGHIL,227,87,1K,K,L
ACEFGHIL,227,80,1L,L,I
ACEFGHJK,226,79,1A,A,H
ACEFGHJK,226,85,1B,B,G
ACEFGHJK,226,81,1D,D,J
ACEFGHJK,226,74,1E,E,C
ACEFGHJK,226,82,1G,G,A
ACEFGHJK,226,77,1I,I,F
ACEFGHJK,226,87,1K,K,E
ACEFGHJK,226,80,1L,L,K
ACEFGHJL,225,79,1A,A,H
ACEFGHJL,225,85,1B,B,G
ACEFGHJL,225,81,1D,D,J
ACEFGHJL,225,74,1E,E,C
ACEFGHJL,225,82,1G,G,A
ACEFGHJL,225,77,1I,I,F
ACEFGHJL,225,87,1K,K,L
ACEFGHJL,225,80,1L,L,E
ACEFGHKL,224,79,1A,A,H
ACEFGHKL,224,85,1B,B,G
ACEFGHKL,224,81,1D,D,E
ACEFGHKL,224,74,1E,E,C
ACEFGHKL,224,82,1G,G,A
ACEFGHKL,224,77,1I,I,F
ACEFGHKL,224,87,1K,K,L
ACEFGHKL,224,80,1L,L,K
ACEFGIJK,223,79,1A,A,E
ACEFGIJK,223,85,1B,B,G
ACEFGIJK,223,81,1D,D,J
ACEFGIJK,223,74,1E,E,C
ACEFGIJK,223,82,1G,G,A
ACEFGIJK,223,77,1I,I,F
ACEFGIJK,223,87,1K,K,I
ACEFGIJK,223,80,1L,L,K
ACEFGIJL,222,79,1A,A,E
ACEFGIJL,222,85,1B,B,G
ACEFGIJL,222,81,1D,D,J
ACEFGIJL,222,74,1E,E,C
ACEFGIJL,222,82,1G,G,A
ACEFGIJL,222,77,1I,I,F
ACEFGIJL,222,87,1K,K,L
ACEFGIJL,222,80,1L,L,I
ACEFGIKL,221,79,1A,A,E
ACEFGIKL,221,85,1B,B,G
ACEFGIKL,221,81,1D,D,I
ACEFGIKL,221,74,1E,E,C
ACEFGIKL,221,82,1G,G,A
ACEFGIKL,221,77,1I,I,F
ACEFGIKL,221,87,1K,K,L
ACEFGIKL,221,80,1L,L,K
ACEFGJKL,220,79,1A,A,E
ACEFGJKL,220,85,1B,B,G
ACEFGJKL,220,81,1D,D,J
ACEFGJKL,220,74,1E,E,C
ACEFGJKL,220,82,1G,G,A
ACEFGJKL,220,77,1I,I,F
ACEFGJKL,220,87,1K,K,L
ACEFGJKL,220,80,1L,L,K
ACEFHIJK,219,79,1A,A,H
ACEFHIJK,219,85,1B,B,J
ACEFHIJK,219,81,1D,D,E
ACEFHIJK,219,74,1E,E,C
ACEFHIJK,219,82,1G,G,A
ACEFHIJK,219,77,1I,I,F
ACEFHIJK,219,87,1K,K,I
ACEFHIJK,219,80,1L,L,K
ACEFHIJL,218,79,1A,A,H
ACEFHIJL,218,85,1B,B,J
ACEFHIJL,218,81,1D,D,E
ACEFHIJL,218,74,1E,E,C
ACEFHIJL,218,82,1G,G,A
ACEFHIJL,218,77,1I,I,F
ACEFHIJL,218,87,1K,K,L
ACEFHIJL,218,80,1L,L,I
ACEFHIKL,217,79,1A,A,H
ACEFHIKL,217,85,1B,B,E
ACEFHIKL,217,81,1D,D,I
ACEFHIKL,217,74,1E,E,C
ACEFHIKL,217,82,1G,G,A
ACEFHIKL,217,77,1I,I,F
ACEFHIKL,217,87,1K,K,L
ACEFHIKL,217,80,1L,L,K
ACEFHJKL,216,79,1A,A,H
ACEFHJKL,216,85,1B,B,J
ACEFHJKL,216,81,1D,D,E
ACEFHJKL,216,74,1E,E,C
ACEFHJKL,216,82,1G,G,A
ACEFHJKL,216,77,1I,I,F
ACEFHJKL,216,87,1K,K,L
ACEFHJKL,216,80,1L,L,K
ACEFIJKL,215,79,1A,A,E
ACEFIJKL,215,85,1B,B,J
ACEFIJKL,215,81,1D,D,I
ACEFIJKL,215,74,1E,E,C
ACEFIJKL,215,82,1G,G,A
ACEFIJKL,215,77,1I,I,F
ACEFIJKL,215,87,1K,K,L
ACEFIJKL,215,80,1L,L,K
ACEGHIJK,214,79,1A,A,E
ACEGHIJK,214,85,1B,B,G
ACEGHIJK,214,81,1D,D,J
ACEGHIJK,214,74,1E,E,C
ACEGHIJK,214,82,1G,G,A
ACEGHIJK,214,77,1I,I,H
ACEGHIJK,214,87,1K,K,I
ACEGHIJK,214,80,1L,L,K
ACEGHIJL,213,79,1A,A,E
ACEGHIJL,213,85,1B,B,G
ACEGHIJL,213,81,1D,D,J
ACEGHIJL,213,74,1E,E,C
ACEGHIJL,213,82,1G,G,A
ACEGHIJL,213,77,1I,I,H
ACEGHIJL,213,87,1K,K,L
ACEGHIJL,213,80,1L,L,I
ACEGHIKL,212,79,1A,A,E
ACEGHIKL,212,85,1B,B,G
ACEGHIKL,212,81,1D,D,I
ACEGHIKL,212,74,1E,E,C
ACEGHIKL,212,82,1G,G,A
ACEGHIKL,212,77,1I,I,H
ACEGHIKL,212,87,1K,K,L
ACEGHIKL,212,80,1L,L,K
ACEGHJKL,211,79,1A,A,E
ACEGHJKL,211,85,1B,B,G
ACEGHJKL,211,81,1D,D,J
ACEGHJKL,211,74,1E,E,C
ACEGHJKL,211,82,1G,G,A
ACEGHJKL,211,77,1I,I,H
ACEGHJKL,211,87,1K,K,L
ACEGHJKL,211,80,1L,L,K
ACEGIJKL,210,79,1A,A,E
ACEGIJKL,210,85,1B,B,J
ACEGIJKL,210,81,1D,D,I
ACEGIJKL,210,74,1E,E,C
ACEGIJKL,210,82,1G,G,A
ACEGIJKL,210,77,1I,I,G
ACEGIJKL,210,87,1K,K,L
ACEGIJKL,210,80,1L,L,K
ACEHIJKL,209,79,1A,A,E
ACEHIJKL,209,85,1B,B,J
ACEHIJKL,209,81,1D,D,I
ACEHIJKL,209,74,1E,E,C
ACEHIJKL,209,82,1G,G,A
ACEHIJKL,209,77,1I,I,H
ACEHIJKL,209,87,1K,K,L
ACEHIJKL,209,80,1L,L,K
ACFGHIJK,208,79,1A,A,H
ACFGHIJK,208,85,1B,B,G
ACFGHIJK,208,81,1D,D,J
ACFGHIJK,208,74,1E,E,C
ACFGHIJK,208,82,1G,G,A
ACFGHIJK,208,77,1I,I,F
ACFGHIJK,208,87,1K,K,I
ACFGHIJK,208,80,1L,L,K
ACFGHIJL,207,79,1A,A,H
ACFGHIJL,207,85,1B,B,G
ACFGHIJL,207,81,1D,D,J
ACFGHIJL,207,74,1E,E,C
ACFGHIJL,207,82,1G,G,A
ACFGHIJL,207,77,1I,I,F
ACFGHIJL,207,87,1K,K,L
ACFGHIJL,207,80,1L,L,I
ACFGHIKL,206,79,1A,A,H
ACFGHIKL,206,85,1B,B,G
ACFGHIKL,206,81,1D,D,I
ACFGHIKL,206,74,1E,E,C
ACFGHIKL,206,82,1G,G,A
ACFGHIKL,206,77,1I,I,F
ACFGHIKL,206,87,1K,K,L
ACFGHIKL,206,80,1L,L,K
ACFGHJKL,205,79,1A,A,H
ACFGHJKL,205,85,1B,B,G
ACFGHJKL,205,81,1D,D,J
ACFGHJKL,205,74,1E,E,C
ACFGHJKL,205,82,1G,G,A
ACFGHJKL,205,77,1I,I,F
ACFGHJKL,205,87,1K,K,L
ACFGHJKL,205,80,1L,L,K
ACFGIJKL,204,79,1A,A,I
ACFGIJKL,204,85,1B,B,G
ACFGIJKL,204,81,1D,D,J
ACFGIJKL,204,74,1E,E,C
ACFGIJKL,204,82,1G,G,A
ACFGIJKL,204,77,1I,I,F
ACFGIJKL,204,87,1K,K,L
ACFGIJKL,204,80,1L,L,K
ACFHIJKL,203,79,1A,A,H
ACFHIJKL,203,85,1B,B,J
ACFHIJKL,203,81,1D,D,I
ACFHIJKL,203,74,1E,E,C
ACFHIJKL,203,82,1G,G,A
ACFHIJKL,203,77,1I,I,F
ACFHIJKL,203,87,1K,K,L
ACFHIJKL,203,80,1L,L,K
ACGHIJKL,202,79,1A,A,H
ACGHIJKL,202,85,1B,B,J
ACGHIJKL,202,81,1D,D,I
ACGHIJKL,202,74,1E,E,C
ACGHIJKL,202,82,1G,G,A
ACGHIJKL,202,77,1I,I,G
ACGHIJKL,202,87,1K,K,L
ACGHIJKL,202,80,1L,L,K
ADEFGHIJ,201,79,1A,A,H
ADEFGHIJ,201,85,1B,B,G
ADEFGHIJ,201,81,1D,D,J
ADEFGHIJ,201,74,1E,E,D
ADEFGHIJ,201,82,1G,G,A
ADEFGHIJ,201,77,1I,I,F
ADEFGHIJ,201,87,1K,K,E
ADEFGHIJ,201,80,1L,L,I
ADEFGHIK,200,79,1A,A,H
ADEFGHIK,200,85,1B,B,G
ADEFGHIK,200,81,1D,D,E
ADEFGHIK,200,74,1E,E,D
ADEFGHIK,200,82,1G,G,A
ADEFGHIK,200,77,1I,I,F
ADEFGHIK,200,87,1K,K,I
ADEFGHIK,200,80,1L,L,K
ADEFGHIL,199,79,1A,A,H
ADEFGHIL,199,85,1B,B,G
ADEFGHIL,199,81,1D,D,E
ADEFGHIL,199,74,1E,E,D
ADEFGHIL,199,82,1G,G,A
ADEFGHIL,199,77,1I,I,F
ADEFGHIL,199,87,1K,K,L
ADEFGHIL,199,80,1L,L,I
ADEFGHJK,198,79,1A,A,H
ADEFGHJK,198,85,1B,B,G
ADEFGHJK,198,81,1D,D,J
ADEFGHJK,198,74,1E,E,D
ADEFGHJK,198,82,1G,G,A
ADEFGHJK,198,77,1I,I,F
ADEFGHJK,198,87,1K,K,E
ADEFGHJK,198,80,1L,L,K
ADEFGHJL,197,79,1A,A,H
ADEFGHJL,197,85,1B,B,G
ADEFGHJL,197,81,1D,D,J
ADEFGHJL,197,74,1E,E,D
ADEFGHJL,197,82,1G,G,A
ADEFGHJL,197,77,1I,I,F
ADEFGHJL,197,87,1K,K,L
ADEFGHJL,197,80,1L,L,E
ADEFGHKL,196,79,1A,A,H
ADEFGHKL,196,85,1B,B,G
ADEFGHKL,196,81,1D,D,E
ADEFGHKL,196,74,1E,E,D
ADEFGHKL,196,82,1G,G,A
ADEFGHKL,196,77,1I,I,F
ADEFGHKL,196,87,1K,K,L
ADEFGHKL,196,80,1L,L,K
ADEFGIJK,195,79,1A,A,E
ADEFGIJK,195,85,1B,B,G
ADEFGIJK,195,81,1D,D,J
ADEFGIJK,195,74,1E,E,D
ADEFGIJK,195,82,1G,G,A
ADEFGIJK,195,77,1I,I,F
ADEFGIJK,195,87,1K,K,I
ADEFGIJK,195,80,1L,L,K
ADEFGIJL,194,79,1A,A,E
ADEFGIJL,194,85,1B,B,G
ADEFGIJL,194,81,1D,D,J
ADEFGIJL,194,74,1E,E,D
ADEFGIJL,194,82,1G,G,A
ADEFGIJL,194,77,1I,I,F
ADEFGIJL,194,87,1K,K,L
ADEFGIJL,194,80,1L,L,I
ADEFGIKL,193,79,1A,A,E
ADEFGIKL,193,85,1B,B,G
ADEFGIKL,193,81,1D,D,I
ADEFGIKL,193,74,1E,E,D
ADEFGIKL,193,82,1G,G,A
ADEFGIKL,193,77,1I,I,F
ADEFGIKL,193,87,1K,K,L
ADEFGIKL,193,80,1L,L,K
ADEFGJKL,192,79,1A,A,E
ADEFGJKL,192,85,1B,B,G
ADEFGJKL,192,81,1D,D,J
ADEFGJKL,192,74,1E,E,D
ADEFGJKL,192,82,1G,G,A
ADEFGJKL,192,77,1I,I,F
ADEFGJKL,192,87,1K,K,L
ADEFGJKL,192,80,1L,L,K
ADEFHIJK,191,79,1A,A,H
ADEFHIJK,191,85,1B,B,J
ADEFHIJK,191,81,1D,D,E
ADEFHIJK,191,74,1E,E,D
ADEFHIJK,191,82,1G,G,A
ADEFHIJK,191,77,1I,I,F
ADEFHIJK,191,87,1K,K,I
ADEFHIJK,191,80,1L,L,K
ADEFHIJL,190,79,1A,A,H
ADEFHIJL,190,85,1B,B,J
ADEFHIJL,190,81,1D,D,E
ADEFHIJL,190,74,1E,E,D
ADEFHIJL,190,82,1G,G,A
ADEFHIJL,190,77,1I,I,F
ADEFHIJL,190,87,1K,K,L
ADEFHIJL,190,80,1L,L,I
ADEFHIKL,189,79,1A,A,H
ADEFHIKL,189,85,1B,B,E
ADEFHIKL,189,81,1D,D,I
ADEFHIKL,189,74,1E,E,D
ADEFHIKL,189,82,1G,G,A
ADEFHIKL,189,77,1I,I,F
ADEFHIKL,189,87,1K,K,L
ADEFHIKL,189,80,1L,L,K
ADEFHJKL,188,79,1A,A,H
ADEFHJKL,188,85,1B,B,J
ADEFHJKL,188,81,1D,D,E
ADEFHJKL,188,74,1E,E,D
ADEFHJKL,188,82,1G,G,A
ADEFHJKL,188,77,1I,I,F
ADEFHJKL,188,87,1K,K,L
ADEFHJKL,188,80,1L,L,K
ADEFIJKL,187,79,1A,A,E
ADEFIJKL,187,85,1B,B,J
ADEFIJKL,187,81,1D,D,I
ADEFIJKL,187,74,1E,E,D
ADEFIJKL,187,82,1G,G,A
ADEFIJKL,187,77,1I,I,F
ADEFIJKL,187,87,1K,K,L
ADEFIJKL,187,80,1L,L,K
ADEGHIJK,186,79,1A,A,E
ADEGHIJK,186,85,1B,B,G
ADEGHIJK,186,81,1D,D,J
ADEGHIJK,186,74,1E,E,D
ADEGHIJK,186,82,1G,G,A
ADEGHIJK,186,77,1I,I,H
ADEGHIJK,186,87,1K,K,I
ADEGHIJK,186,80,1L,L,K
ADEGHIJL,185,79,1A,A,E
ADEGHIJL,185,85,1B,B,G
ADEGHIJL,185,81,1D,D,J
ADEGHIJL,185,74,1E,E,D
ADEGHIJL,185,82,1G,G,A
ADEGHIJL,185,77,1I,I,H
ADEGHIJL,185,87,1K,K,L
ADEGHIJL,185,80,1L,L,I
ADEGHIKL,184,79,1A,A,E
ADEGHIKL,184,85,1B,B,G
ADEGHIKL,184,81,1D,D,I
ADEGHIKL,184,74,1E,E,D
ADEGHIKL,184,82,1G,G,A
ADEGHIKL,184,77,1I,I,H
ADEGHIKL,184,87,1K,K,L
ADEGHIKL,184,80,1L,L,K
ADEGHJKL,183,79,1A,A,E
ADEGHJKL,183,85,1B,B,G
ADEGHJKL,183,81,1D,D,J
ADEGHJKL,183,74,1E,E,D
ADEGHJKL,183,82,1G,G,A
ADEGHJKL,183,77,1I,I,H
ADEGHJKL,183,87,1K,K,L
ADEGHJKL,183,80,1L,L,K
ADEGIJKL,182,79,1A,A,E
ADEGIJKL,182,85,1B,B,J
ADEGIJKL,182,81,1D,D,I
ADEGIJKL,182,74,1E,E,D
ADEGIJKL,182,82,1G,G,A
ADEGIJKL,182,77,1I,I,G
ADEGIJKL,182,87,1K,K,L
ADEGIJKL,182,80,1L,L,K
ADEHIJKL,181,79,1A,A,E
ADEHIJKL,181,85,1B,B,J
ADEHIJKL,181,81,1D,D,I
ADEHIJKL,181,74,1E,E,D
ADEHIJKL,181,82,1G,G,A
ADEHIJKL,181,77,1I,I,H
ADEHIJKL,181,87,1K,K,L
ADEHIJKL,181,80,1L,L,K
ADFGHIJK,180,79,1A,A,H
ADFGHIJK,180,85,1B,B,G
ADFGHIJK,180,81,1D,D,J
ADFGHIJK,180,74,1E,E,D
ADFGHIJK,180,82,1G,G,A
ADFGHIJK,180,77,1I,I,F
ADFGHIJK,180,87,1K,K,I
ADFGHIJK,180,80,1L,L,K
ADFGHIJL,179,79,1A,A,H
ADFGHIJL,179,85,1B,B,G
ADFGHIJL,179,81,1D,D,J
ADFGHIJL,179,74,1E,E,D
ADFGHIJL,179,82,1G,G,A
ADFGHIJL,179,77,1I,I,F
ADFGHIJL,179,87,1K,K,L
ADFGHIJL,179,80,1L,L,I
ADFGHIKL,178,79,1A,A,H
ADFGHIKL,178,85,1B,B,G
ADFGHIKL,178,81,1D,D,I
ADFGHIKL,178,74,1E,E,D
ADFGHIKL,178,82,1G,G,A
ADFGHIKL,178,77,1I,I,F
ADFGHIKL,178,87,1K,K,L
ADFGHIKL,178,80,1L,L,K
ADFGHJKL,177,79,1A,A,H
ADFGHJKL,177,85,1B,B,G
ADFGHJKL,177,81,1D,D,J
ADFGHJKL,177,74,1E,E,D
ADFGHJKL,177,82,1G,G,A
ADFGHJKL,177,77,1I,I,F
ADFGHJKL,177,87,1K,K,L
ADFGHJKL,177,80,1L,L,K
ADFGIJKL,176,79,1A,A,I
ADFGIJKL,176,85,1B,B,G
ADFGIJKL,176,81,1D,D,J
ADFGIJKL,176,74,1E,E,D
ADFGIJKL,176,82,1G,G,A
ADFGIJKL,176,77,1I,I,F
ADFGIJKL,176,87,1K,K,L
ADFGIJKL,176,80,1L,L,K
ADFHIJKL,175,79,1A,A,H
ADFHIJKL,175,85,1B,B,J
ADFHIJKL,175,81,1D,D,I
ADFHIJKL,175,74,1E,E,D
ADFHIJKL,175,82,1G,G,A
ADFHIJKL,175,77,1I,I,F
ADFHIJKL,175,87,1K,K,L
ADFHIJKL,175,80,1L,L,K
ADGHIJKL,174,79,1A,A,H
ADGHIJKL,174,85,1B,B,J
ADGHIJKL,174,81,1D,D,I
ADGHIJKL,174,74,1E,E,D
ADGHIJKL,174,82,1G,G,A
ADGHIJKL,174,77,1I,I,G
ADGHIJKL,174,87,1K,K,L
ADGHIJKL,174,80,1L,L,K
AEFGHIJK,173,79,1A,A,E
AEFGHIJK,173,85,1B,B,G
AEFGHIJK,173,81,1D,D,J
AEFGHIJK,173,74,1E,E,F
AEFGHIJK,173,82,1G,G,A
AEFGHIJK,173,77,1I,I,H
AEFGHIJK,173,87,1K,K,I
AEFGHIJK,173,80,1L,L,K
AEFGHIJL,172,79,1A,A,E
AEFGHIJL,172,85,1B,B,G
AEFGHIJL,172,81,1D,D,J
AEFGHIJL,172,74,1E,E,F
AEFGHIJL,172,82,1G,G,A
AEFGHIJL,172,77,1I,I,H
AEFGHIJL,172,87,1K,K,L
AEFGHIJL,172,80,1L,L,I
AEFGHIKL,171,79,1A,A,E
AEFGHIKL,171,85,1B,B,G
AEFGHIKL,171,81,1D,D,I
AEFGHIKL,171,74,1E,E,F
AEFGHIKL,171,82,1G,G,A
AEFGHIKL,171,77,1I,I,H
AEFGHIKL,171,87,1K,K,L
AEFGHIKL,171,80,1L,L,K
AEFGHJKL,170,79,1A,A,E
AEFGHJKL,170,85,1B,B,G
AEFGHJKL,170,81,1D,D,J
AEFGHJKL,170,74,1E,E,F
AEFGHJKL,170,82,1G,G,A
AEFGHJKL,170,77,1I,I,H
AEFGHJKL,170,87,1K,K,L
AEFGHJKL,170,80,1L,L,K
AEFGIJKL,169,79,1A,A,E
AEFGIJKL,169,85,1B,B,J
AEFGIJKL,169,81,1D,D,I
AEFGIJKL,169,74,1E,E,F
AEFGIJKL,169,82,1G,G,A
AEFGIJKL,169,77,1I,I,G
AEFGIJKL,169,87,1K,K,L
AEFGIJKL,169,80,1L,L,K
AEFHIJKL,168,79,1A,A,E
AEFHIJKL,168,85,1B,B,J
AEFHIJKL,168,81,1D,D,I
AEFHIJKL,168,74,1E,E,F
AEFHIJKL,168,82,1G,G,A
AEFHIJKL,168,77,1I,I,H
AEFHIJKL,168,87,1K,K,L
AEFHIJKL,168,80,1L,L,K
AEGHIJKL,167,79,1A,A,E
AEGHIJKL,167,85,1B,B,J
AEGHIJKL,167,81,1D,D,I
AEGHIJKL,167,74,1E,E,A
AEGHIJKL,167,82,1G,G,H
AEGHIJKL,167,77,1I,I,G
AEGHIJKL,167,87,1K,K,L
AEGHIJKL,167,80,1L,L,K
AFGHIJKL,166,79,1A,A,H
AFGHIJKL,166,85,1B,B,J
AFGHIJKL,166,81,1D,D,I
AFGHIJKL,166,74,1E,E,F
AFGHIJKL,166,82,1G,G,A
AFGHIJKL,166,77,1I,I,G
AFGHIJKL,166,87,1K,K,L
AFGHIJKL,166,80,1L,L,K
BCDEFGHI,165,79,1A,A,C
BCDEFGHI,165,85,1B,B,G
BCDEFGHI,165,81,1D,D,B
BCDEFGHI,165,74,1E,E,D
BCDEFGHI,165,82,1G,G,H
BCDEFGHI,165,77,1I,I,F
BCDEFGHI,165,87,1K,K,E
BCDEFGHI,165,80,1L,L,I
BCDEFGHJ,164,79,1A,A,H
BCDEFGHJ,164,85,1B,B,G
BCDEFGHJ,164,81,1D,D,B
BCDEFGHJ,164,74,1E,E,C
BCDEFGHJ,164,82,1G,G,J
BCDEFGHJ,164,77,1I,I,F
BCDEFGHJ,164,87,1K,K,D
BCDEFGHJ,164,80,1L,L,E
BCDEFGHK,163,79,1A,A,C
BCDEFGHK,163,85,1B,B,G
BCDEFGHK,163,81,1D,D,B
BCDEFGHK,163,74,1E,E,D
BCDEFGHK,163,82,1G,G,H
BCDEFGHK,163,77,1I,I,F
BCDEFGHK,163,87,1K,K,E
BCDEFGHK,163,80,1L,L,K
BCDEFGHL,162,79,1A,A,C
BCDEFGHL,162,85,1B,B,G
BCDEFGHL,162,81,1D,D,B
BCDEFGHL,162,74,1E,E,D
BCDEFGHL,162,82,1G,G,H
BCDEFGHL,162,77,1I,I,F
BCDEFGHL,162,87,1K,K,L
BCDEFGHL,162,80,1L,L,E
BCDEFGIJ,161,79,1A,A,C
BCDEFGIJ,161,85,1B,B,G
BCDEFGIJ,161,81,1D,D,B
BCDEFGIJ,161,74,1E,E,D
BCDEFGIJ,161,82,1G,G,J
BCDEFGIJ,161,77,1I,I,F
BCDEFGIJ,161,87,1K,K,E
BCDEFGIJ,161,80,1L,L,I
BCDEFGIK,160,79,1A,A,C
BCDEFGIK,160,85,1B,B,G
BCDEFGIK,160,81,1D,D,B
BCDEFGIK,160,74,1E,E,D
BCDEFGIK,160,82,1G,G,E
BCDEFGIK,160,77,1I,I,F
BCDEFGIK,160,87,1K,K,I
BCDEFGIK,160,80,1L,L,K
BCDEFGIL,159,79,1A,A,C
BCDEFGIL,159,85,1B,B,G
BCDEFGIL,159,81,1D,D,B
BCDEFGIL,159,74,1E,E,D
BCDEFGIL,159,82,1G,G,E
BCDEFGIL,159,77,1I,I,F
BCDEFGIL,159,87,1K,K,L
BCDEFGIL,159,80,1L,L,I
BCDEFGJK,158,79,1A,A,C
BCDEFGJK,158,85,1B,B,G
BCDEFGJK,158,81,1D,D,B
BCDEFGJK,158,74,1E,E,D
BCDEFGJK,158,82,1G,G,J
BCDEFGJK,158,77,1I,I,F
BCDEFGJK,158,87,1K,K,E
BCDEFGJK,158,80,1L,L,K
BCDEFGJL,157,79,1A,A,C
BCDEFGJL,157,85,1B,B,G
BCDEFGJL,157,81,1D,D,B
BCDEFGJL,157,74,1E,E,D
BCDEFGJL,157,82,1G,G,J
BCDEFGJL,157,77,1I,I,F
BCDEFGJL,157,87,1K,K,L
BCDEFGJL,157,80,1L,L,E
BCDEFGKL,156,79,1A,A,C
BCDEFGKL,156,85,1B,B,G
BCDEFGKL,156,81,1D,D,B
BCDEFGKL,156,74,1E,E,D
BCDEFGKL,156,82,1G,G,E
BCDEFGKL,156,77,1I,I,F
BCDEFGKL,156,87,1K,K,L
BCDEFGKL,156,80,1L,L,K
BCDEFHIJ,155,79,1A,A,C
BCDEFHIJ,155,85,1B,B,J
BCDEFHIJ,155,81,1D,D,B
BCDEFHIJ,155,74,1E,E,D
BCDEFHIJ,155,82,1G,G,H
BCDEFHIJ,155,77,1I,I,F
BCDEFHIJ,155,87,1K,K,E
BCDEFHIJ,155,80,1L,L,I
BCDEFHIK,154,79,1A,A,C
BCDEFHIK,154,85,1B,B,E
BCDEFHIK,154,81,1D,D,B
BCDEFHIK,154,74,1E,E,D
BCDEFHIK,154,82,1G,G,H
BCDEFHIK,154,77,1I,I,F
BCDEFHIK,154,87,1K,K,I
BCDEFHIK,154,80,1L,L,K
BCDEFHIL,153,79,1A,A,C
BCDEFHIL,153,85,1B,B,E
BCDEFHIL,153,81,1D,D,B
BCDEFHIL,153,74,1E,E,D
BCDEFHIL,153,82,1G,G,H
BCDEFHIL,153,77,1I,I,F
BCDEFHIL,153,87,1K,K,L
BCDEFHIL,153,80,1L,L,I
BCDEFHJK,152,79,1A,A,C
BCDEFHJK,152,85,1B,B,J
BCDEFHJK,152,81,1D,D,B
BCDEFHJK,152,74,1E,E,D
BCDEFHJK,152,82,1G,G,H
BCDEFHJK,152,77,1I,I,F
BCDEFHJK,152,87,1K,K,E
BCDEFHJK,152,80,1L,L,K
BCDEFHJL,151,79,1A,A,C
BCDEFHJL,151,85,1B,B,J
BCDEFHJL,151,81,1D,D,B
BCDEFHJL,151,74,1E,E,D
BCDEFHJL,151,82,1G,G,H
BCDEFHJL,151,77,1I,I,F
BCDEFHJL,151,87,1K,K,L
BCDEFHJL,151,80,1L,L,E
BCDEFHKL,150,79,1A,A,C
BCDEFHKL,150,85,1B,B,E
BCDEFHKL,150,81,1D,D,B
BCDEFHKL,150,74,1E,E,D
BCDEFHKL,150,82,1G,G,H
BCDEFHKL,150,77,1I,I,F
BCDEFHKL,150,87,1K,K,L
BCDEFHKL,150,80,1L,L,K
BCDEFIJK,149,79,1A,A,C
BCDEFIJK,149,85,1B,B,J
BCDEFIJK,149,81,1D,D,B
BCDEFIJK,149,74,1E,E,D
BCDEFIJK,149,82,1G,G,E
