rank,player_name,team,position_group,primary_position,minutes,vaep_raw,vaep_adj,vaep_raw_p90,vaep_adj_p90,vaep_adj_p90_shrunk,off_raw,def_raw
148,Fabian Rieder,Switzerland,MID,Right Attacking Midfield,233,0.08990565605783037,0.10094639947182034,0.03472750663177997,0.03899217146980184,0.0722127832935698,0.02652476023606913,0.06338089582176122
149,David Strelec,Slovakia,FWD,Center Forward,200,-0.006977074161173561,0.04094464457022045,-0.0031396833725281024,0.018425090056599203,0.07176167998751616,0.23206837995636084,-0.23904545411753442
150,Rodrigo Hernández Cascante,Spain,MID,Right Defensive Midfield,555,0.49418026173082225,0.3536505986588438,0.08013733974013335,0.05734874572846116,0.07159564596787603,0.33132449905935807,0.16285576267146415
151,Denzel Dumfries,Netherlands,DEF,Right Back,482,0.3205312435456449,0.31011108028393036,0.05985023219731959,0.05790455855924011,0.07102956342185301,0.42885652544758524,-0.1083252819019404
152,Alexander Hartmann Bah,Denmark,DEF,Right Wing Back,293,0.14795939110093,0.15673010889879443,0.0454482771299785,0.04814235426925426,0.07035514079675176,0.4076386277007743,-0.2596792365998443
153,Niclas Füllkrug,Germany,UNK,,192,0.7708875175076505,0.1479855035257642,0.36135352383171115,0.06936820477770196,0.06936820477770196,0.9798412408133926,-0.20895372330574197
154,Jaka Bijol,Slovenia,DEF,Left Center Back,412,0.17843933104463192,0.24157269858256775,0.038979465519458426,0.052770735127259945,0.06927533334327102,0.30107914013054027,-0.12263980908590835
155,Jack Hendry,Scotland,DEF,Right Center Back,295,7.955887623656462e-06,0.1454385273585393,2.4272199529799373e-06,0.04437107614328317,0.06830743704415623,0.10969230953255171,-0.10968435364492804
156,Florian Grillitsch,Austria,MID,Left Defensive Midfield,201,0.1159547107789126,0.05296088059698694,0.05192001975175191,0.023713827132979225,0.06794975222490575,-0.09700567850870497,0.21296038928761754
157,Philipp Lienhart,Austria,DEF,Left Center Back,222,0.08990173458109978,0.07976040514610633,0.03644664915449991,0.03233529938355662,0.06642819294884006,0.19026008807736197,-0.1003583534962622
158,Alexander Prass,Austria,DEF,Left Back,194,0.07697762688804678,0.05474257532845901,0.0357112702057949,0.025396040100831498,0.06558419449836432,0.1386742628766451,-0.06169663598859833
159,Tijjani Reijnders,Netherlands,MID,Left Defensive Midfield,527,0.15169672044779886,0.26905957605659314,0.025906460797536807,0.045949453216495975,0.06455861466661877,0.8369403426768508,-0.685243622229052
160,Dennis Man,Romania,MID,Right Midfield,284,0.06502711089083588,0.09442508766651267,0.020607183028786016,0.029923443274599084,0.06450561720972549,0.13576079667128277,-0.07073368578044688
161,Andraž Šporar,Slovenia,FWD,Right Center Forward,352,0.09935627969808239,0.11128621508916214,0.025403594240986975,0.028453861812569866,0.06440310440649091,0.03180983831819786,0.06754644137988458
162,Antoine Griezmann,France,MID,Center Attacking Midfield,416,0.3017716090544506,0.18225389327374086,0.06528712695889556,0.03942992883326124,0.06361618722862748,0.07607498263035412,0.22569662642409655
163,Anthony Ralston,Scotland,DEF,Right Wing Back,276,0.12687452255501822,0.09936658871875355,0.04137212692011463,0.032402148495245725,0.06309016016917135,0.11330290433599986,0.013571618219018337
164,Marc Guehi,England,DEF,Left Center Back,610,0.39434630942965354,0.31785755821980305,0.05818224237486692,0.046897016786528314,0.06149024398575228,0.35240133007645313,0.04194497935320046
165,Josip Stanišić,Croatia,DEF,Right Back,196,0.034984991995798374,0.032355603912801054,0.016064537140927825,0.014857165062000483,0.06097905326144169,0.07929901006822422,-0.044314018072425826
166,Andrija Živković,Serbia,DEF,Right Wing Back,252,-0.03788659412086424,0.06218067874527763,-0.013530926471737228,0.02220738526617058,0.05957949339991326,0.5490875756617899,-0.5869741697826542
167,Otar Kakabadze,Georgia,DEF,Right Wing Back,389,0.14110832378642202,0.1513100805523807,0.032647170027706895,0.035007473649651066,0.05936592066372383,0.14621219173441632,-0.005103867947994337
168,Nicolas Seiwald,Austria,MID,Right Defensive Midfield,390,0.024090315239641256,0.1149554189795942,0.005559303516840289,0.02652817361067559,0.056945214776310996,-0.28626171147007057,0.31035202670971185
169,Peter Pekarík,Slovakia,DEF,Right Back,409,0.13929784941049883,0.1456188773477206,0.030652338501087763,0.0320432737439972,0.056862935830595866,0.28122752488979336,-0.1419296754792945
170,Yannick Ferreira Carrasco,Belgium,MID,Right Midfield,229,0.022116984557281047,0.012585239622848774,0.008692264673167223,0.0049461640439143655,0.05685476074200034,-0.03303593008233804,0.055152914639619105
171,Marcelo Brozović,Croatia,MID,Center Defensive Midfield,241,0.11675933375897925,-0.0004356115427682332,0.04360307069837399,-0.000162676509747473,0.05322631899286232,-0.06344975189731582,0.1802090856562951
172,John McGinn,Scotland,FWD,Left Center Forward,237,0.007621453980544538,-0.03693637536416577,0.0028942230305865338,-0.014026471657278139,0.052699601183506584,0.09810533019032555,-0.09048387620978102
173,Andrei Burcă Andonie,Romania,DEF,Left Center Back,385,0.11124363467447336,0.09529527363272297,0.026005005508318448,0.022276817212844333,0.05203176961011421,0.16636063077695623,-0.05511699610248295
174,Arda Güler,Turkey,FWD,Right Wing,360,0.21477607098710888,0.011444703655301657,0.05369401774677722,0.0028611759138254143,0.04932221414569826,0.27624801659451453,-0.06147194560740566
175,Lukáš Haraslín,Slovakia,FWD,Left Wing,273,-0.02951226398238581,-0.03848506732444641,-0.009729317796390927,-0.012687384832235082,0.04894901569726072,-0.14068199611407833,0.11116973213169248
176,Jan Mlakar,Slovenia,MID,Left Midfield,297,-0.017942826142605058,-0.0030927576931605127,-0.0054372200432136536,-0.0009371993009577312,0.04754762936828454,-0.023998198851476357,0.006055372708871263
177,Piotr Zieliński,Poland,MID,Left Center Midfield,262,-0.026062937527124137,-0.024532671448633817,-0.008952917471149513,-0.008427253551057418,0.047048709800422445,-0.050704991295773376,0.02464205376864923
178,Berat Djimsiti,Albania,DEF,Left Center Back,291,0.09532240851347693,-0.019373751375190387,0.02948115727220936,-0.005991881868615583,0.04235400506936293,-0.17364160101620058,0.26896400952967753
179,Robert Andrich,Germany,MID,Right Defensive Midfield,339,-0.15444125085165838,-0.019580657236439026,-0.0410021019960155,-0.005198404576045759,0.0418318471148149,0.37804609184990756,-0.5324873427015658
180,Dušan Vlahović,Serbia,MID,Right Attacking Midfield,189,-0.10937824871352823,-0.0937901055176697,-0.052084880339775354,-0.04466195500841414,0.040951513175624205,-0.1195201722545145,0.010141923540986267
181,Márton Dárdai,Hungary,DEF,Left Center Back,188,-0.048212710881755376,-0.07524603177503648,-0.023080553081691404,-0.03602203648804938,0.04089976333608396,0.2128731492189719,-0.2610858601007273
182,Petar Stojanović,Slovenia,MID,Right Midfield,325,-0.10171716354142385,-0.03409343585440201,-0.02816782990377891,-0.009441259159680557,0.04062091565933715,0.18497137321610607,-0.28668853675753
183,João Maria Lobo Alves Palhinha Gonçalves,Portugal,MID,Left Defensive Midfield,310,-0.04067418139890057,-0.041169220620154164,-0.011808633309358229,-0.011952354373593144,0.04057348997997916,-0.24595819231495683,0.2052840109160563
184,Jannik Vestergaard,Denmark,DEF,Center Back,384,-0.07853681976980421,0.007994443630872882,-0.018407067133547863,0.001873697725985832,0.040097453202535625,0.16891760189938665,-0.24745442166919088
185,Juraj Kucka,Slovakia,MID,Right Center Midfield,376,-0.045973256916657254,-0.03500936020011196,-0.01100423702792328,-0.008379900047899139,0.037286395706179115,0.13082506145644485,-0.17679831837310214
186,Álvaro Borja Morata Martín,Spain,FWD,Center Forward,467,0.19957836695650807,-0.03313966013413147,0.038462640312817396,-0.006386658269961098,0.03671696359666339,0.18858508595021445,0.010993281006293472
187,Kenan Yildiz,Turkey,FWD,Left Wing,358,-0.11154550629133962,-0.08371472470666465,-0.028042166386090965,-0.021045601183239716,0.03584179356562569,-0.09491505961158656,-0.01663044667975302
188,Ricardo Iván Rodríguez Araya,Switzerland,DEF,Left Center Back,509,0.016242272896576336,0.018512254942477952,0.0028719146575478783,0.003273286728532447,0.03487848191592137,0.03146787971562704,-0.0152256068190507
189,Paweł Dawidowicz,Poland,DEF,Center Back,192,-0.1019508213638718,-0.1118542187130141,-0.04778944751431491,-0.05243166502172536,0.03341418784309192,0.05582039181331326,-0.15777121317718507
190,Aurélien Djani Tchouaméni,France,MID,Center Defensive Midfield,492,-0.010844138668409858,-0.02854870578680898,-0.001983683902757901,-0.005222324229294325,0.03237332089683593,-0.35658120209837296,0.345737063429963
191,Joško Gvardiol,Croatia,DEF,Left Back,295,-0.06826782278703243,-0.09021918902623845,-0.020827471358755657,-0.027524498346988002,0.03076903974392615,0.10447992082894934,-0.1727477436159817
192,Nathan Aké,Netherlands,DEF,Left Back,493,0.030214407162171164,-0.02585402781189064,0.005515814694919685,-0.0047198022374648225,0.03037663429175567,0.1803081516250462,-0.1500937444628751
193,Milan Škriniar,Slovakia,DEF,Left Center Back,425,0.053431988028971256,-0.052659987434416064,0.0113150092296645,-0.011151526750817521,0.02987746129292416,0.475645851396626,-0.4222138633676547
194,Marcus Thuram,France,FWD,Center Forward,275,-0.19679575021829393,-0.17666485068511575,-0.06440588188962347,-0.05781758749694697,0.02595070646082998,-0.22452967752213954,0.02773392730384559
195,Mykhailo Mudryk,Ukraine,FWD,Left Wing,181,-0.2735905469118626,-0.20863997805063716,-0.13603949846446206,-0.10374363549479196,0.02497865533981243,-0.6033211005466251,0.3297305536347626
196,Dominik Szoboszlai,Hungary,MID,Right Attacking Midfield,296,-0.16236904220871096,-0.1545798964396876,-0.049368965536432385,-0.04700064418774284,0.023543574849169427,-0.16792541860740784,0.0055563763986968655
197,Davide Frattesi,Italy,MID,Right Center Midfield,204,-0.21859680899386225,-0.17971102213148915,-0.09643976867376276,-0.07928427446977462,0.023341481123138726,-0.27178565381253783,0.05318884481867556
198,Ladislav Krejčí,Czech Republic,DEF,Left Center Back,296,-0.1971468282483158,-0.14099481250307053,-0.05994329237279873,-0.042870044342149825,0.022640815092585483,-0.34265764746607213,0.14551081921775635
199,Robin Hranáč,Czech Republic,DEF,Center Back,296,-0.1467599788416829,-0.14605398602876085,-0.04462296653970088,-0.04440830656279891,0.02183635287118596,-0.21703657306339527,0.0702765942217124
200,Jonas Older Wind,Denmark,FWD,Right Center Forward,200,-0.2086191649587517,-0.233513564671004,-0.09387862423143828,-0.1050811041019518,0.01920585268600509,-0.22955095185612973,0.02093178689737802
201,Joachim Andersen,Denmark,DEF,Right Center Back,384,0.14345112085574369,-0.14622170031787193,0.033621356450564924,-0.034270711012001236,0.018875048071974408,0.7668052069993692,-0.6233540861436255
202,Attila Fiola,Hungary,DEF,Right Wing Back,194,-0.09575985552554331,-0.18967760873038667,-0.044424675243808755,-0.08799476693677732,0.01817510707315719,0.29620328288464437,-0.39196313841018765
203,Memphis Depay,Netherlands,FWD,Center Forward,475,-0.46324026137244273,-0.20617748654021073,-0.08777183899688389,-0.03906520797603993,0.015418788985495022,-0.19121154412471664,-0.27202871724772615
204,Joakim Mæhle,Denmark,DEF,Left Wing Back,306,-0.1555715381428545,-0.19487298371965028,-0.04575633474789838,-0.05731558344695596,0.013829281133526408,0.30238851569567865,-0.45796005383853305
205,Adam Gnezda Čerin,Slovenia,MID,Right Defensive Midfield,412,-0.2624946718373221,-0.20772895205798586,-0.05734106909067716,-0.0453776837019872,0.01252529084894876,-0.29157372682706945,0.029079054989747364
206,Radu Drăgușin,Romania,DEF,Right Center Back,385,-0.3749798948414692,-0.1998175290694332,-0.08765763775514865,-0.04671059121103633,0.011481918857146185,0.08514827595506984,-0.460128170796539
207,Kaan Ayhan,Turkey,DEF,Right Center Back,377,-0.2073676974050412,-0.22361057267011775,-0.0495042248447048,-0.05338183432443129,0.008314193087123872,0.1793348349738478,-0.386702532378889
208,Nicolae Claudiu Stanciu,Romania,MID,Left Center Midfield,370,-0.25701353224184037,-0.28907941632740364,-0.06251680513990711,-0.07031661478234143,0.001907354023024145,0.9933839884477437,-1.250397520689584
209,Elseid Hysaj,Albania,DEF,Right Back,197,-0.4365724172960656,-0.3028974181402061,-0.19944932769871018,-0.1383795311300434,-0.0037613129870210163,-0.22322338496472308,-0.21334903233134248
210,Milos Kerkez,Hungary,DEF,Left Wing Back,242,-0.14928333788908185,-0.3172125669669999,-0.05551859673560895,-0.11797161581417351,-0.0059470635924809626,-0.09421315763507715,-0.05507018025400469
211,Pedro González López,Spain,MID,Center Attacking Midfield,192,-0.3303829635422263,-0.3370669409842582,-0.15486701416041856,-0.15800012858637105,-0.006705997065760735,-0.3397095939112287,0.009326630369002427
212,Manuel Obafemi Akanji,Switzerland,DEF,Center Back,509,-0.038155512002568295,-0.36699257274750474,-0.006746554185129954,-0.06489063172352737,-0.009659944903203724,-0.1940522030450098,0.15589669104244153
213,Solomon Kverkvelia,Georgia,DEF,Right Center Back,190,-0.4844477352264978,-0.35059904895071853,-0.22947524300202526,-0.16607323371349825,-0.013151478125836807,0.11252800151515516,-0.596975736741653
214,Ianis Hagi,Romania,MID,Left Midfield,201,-0.4400087485899326,-0.3953094655239337,-0.19701884265220862,-0.17700423829429868,-0.017707001810938962,-0.4286685294479323,-0.011340219142000275
215,Riccardo Calafiori,Italy,DEF,Left Center Back,295,-0.6484323366826253,-0.42169201788646893,-0.19782681458113996,-0.1286518020670583,-0.02203194184442915,-0.8248504713579128,0.17641813467528733
216,Ousmane Dembélé,France,FWD,Right Wing,370,-0.41360140113278077,-0.503070828750998,-0.10060574622148721,-0.12236857996645896,-0.023802192194964156,0.567196362972328,-0.9807977641051088
217,İlkay Gündoğan,Germany,MID,Center Attacking Midfield,403,-0.7047103658378493,-0.48973981108552367,-0.15737948616726163,-0.10937117369155616,-0.025020399633722656,-0.635063407716597,-0.06964695812125231
218,András Schäfer,Hungary,MID,Left Defensive Midfield,296,-0.27237358825892516,-0.49928900611079524,-0.0828162937273759,-0.15181084645260665,-0.03126882774870988,0.2840858329814046,-0.5564594212403298
219,Roland Sallai,Hungary,MID,Left Attacking Midfield,289,-0.3426392373718977,-0.5077806767470568,-0.10670426077325534,-0.15813239068247445,-0.03302756147233153,-0.41323122508796495,0.07059198771606727
220,Romelu Lukaku Menama,Belgium,FWD,Center Forward,380,-0.6923767577902186,-0.6371889296208229,-0.16398396895031492,-0.15091316754177383,-0.042006203204709706,-0.702269083979525,0.009892326189306567
221,Dávid Hancko,Slovakia,DEF,Left Back,396,-0.6642687260542134,-0.61128795903871,-0.15097016501232122,-0.13892908159970682,-0.04431183460330956,0.48686771908429577,-1.151136445138509
222,Aleksandar Mitrović,Serbia,FWD,Center Forward,254,-0.7065276967505505,-0.6421564473577555,-0.2503444594785415,-0.2275357490637716,-0.052960131067529066,-0.23007840000420132,-0.47644929674634917
223,Marius Mihai Marin,Romania,MID,Center Defensive Midfield,314,-0.640981034183073,-0.7200631707045541,-0.183720678587505,-0.20638753300449,-0.06432847828631522,0.3513245788464996,-0.9923056130295725
224,Konrad Laimer,Austria,MID,Center Attacking Midfield,285,-0.6394751406038132,-0.7398408469524512,-0.2019395180854147,-0.23363395166919512,-0.07089697690363753,0.22945678185262317,-0.8689319224564364
225,Leroy Sané,Germany,FWD,Right Wing,223,-0.5690298013418135,-0.7637284835658902,-0.22965328305274985,-0.3082312265512561,-0.07848395930652607,-0.45882392680712764,-0.11020587453468587
226,Jonathan Tah,Germany,DEF,Left Center Back,333,-0.597991256847028,-0.8106647609373958,-0.1616192586073049,-0.219098584037134,-0.07869916089002635,0.23316610524064238,-0.8311573620876705
227,Vanja Drkušić,Slovenia,DEF,Right Center Back,412,-0.7016426280923573,-0.888978353882056,-0.15327144788425281,-0.19419430060530352,-0.07991762079428932,-0.7494362387757982,0.047793610683440915
228,Cristiano Ronaldo dos Santos Aveiro,Portugal,FWD,Center Forward,507,-1.2373705329878337,-1.0315365495124489,-0.21965157390316573,-0.1831129969548726,-0.08081765492060188,-1.1666784729982087,-0.07069205998962512
229,Philipp Mwene,Austria,DEF,Left Back,196,-0.5876639629923341,-0.702692610677371,-0.2698456972923983,-0.32266497429062957,-0.08098304826884906,0.2273971673896111,-0.8150611303819452
230,Przemysław Frankowski,Poland,DEF,Right Wing Back,288,-0.6925925394829895,-0.8274159253990225,-0.2164351685884342,-0.25856747668719454,-0.08774766813303278,-0.24988049121129202,-0.4427120482716974
231,Giorgi Kochorashvili,Georgia,MID,Left Center Midfield,389,-0.5042451592022135,-0.9812560087922697,-0.11666340444267148,-0.22702581180283873,-0.09267858383475341,0.1679450692972081,-0.6721902284994214
232,Rasmus Winther Højlund,Denmark,FWD,Center Forward,293,-0.6829904790632216,-0.9486678216795698,-0.2097922973231739,-0.29139967218826374,-0.09828975553880734,-0.6237580287634242,-0.05923245029979735
233,Benjamin Šeško,Slovenia,FWD,Left Center Forward,370,-1.1328307457094577,-1.072340379564343,-0.27555342463203025,-0.2608395517859213,-0.1038557227780908,-0.2645698160461548,-0.868260929663303
234,Eduardo Camavinga,France,MID,Left Center Midfield,188,-0.5553162966335168,-0.8614438553796101,-0.26584290796285376,-0.4123933350221538,-0.10980806318769243,-0.43470563353751684,-0.12061066309599994
235,Volodymyr Brazhko,Ukraine,MID,Left Defensive Midfield,189,-0.9398053665257559,-0.8796783287718657,-0.44752636501226467,-0.41889444227231704,-0.11314421687421815,0.030330757273179017,-0.9701361237989348
236,Gianluca Scamacca,Italy,FWD,Center Forward,269,-0.850572701936323,-1.0142897362718948,-0.28457822741363964,-0.33935344336234397,-0.11362357083795505,-0.8573217377167668,0.006749035780443715
237,Phil Foden,England,FWD,Left Wing,645,-1.6130593084331104,-1.6439460627313793,-0.2250780430371782,-0.22938782270670408,-0.1288657640032911,-1.0315639800645278,-0.5814953283685826
238,Mario Mitaj,Albania,DEF,Left Back,291,-0.7426807848139688,-1.2547995194603108,-0.22969508808679448,-0.3880823256062817,-0.15584264221702002,0.33555591575737415,-1.078236700571343
239,Kai Havertz,Germany,FWD,Center Forward,411,-1.3496557935427034,-1.7883791402967821,-0.2955450642794241,-0.3916158701379815,-0.192233701973418,-1.3939264259759836,0.04427063243328021
240,Jakub Moder,Poland,MID,Center Defensive Midfield,198,-1.2131283920963987,-1.4421030740442633,-0.5514219964074539,-0.655501397292847,-0.21912697140979043,-0.733641405855146,-0.4794869862412527
241,Arlind Afrim Ajeti,Albania,DEF,Right Center Back,291,-1.0994186263021548,-1.7099517112356013,-0.34002637926870766,-0.5288510447120417,-0.2288617104162645,-1.3429348480631447,0.24351622176098958
